item_id,title,brand,rating,n_rating,price,shipping,img_url,max_rslt,dp,hdmi,dirx,model
9SIAVXDJP09524,MLLSE 100% New AMD RX5700XT 8G 7NM Gaming Graphics Card 8GB 256Bit GDDR6 PCI Express 4.0 x 16 GPU Radeon rx5700xt Desktop Video Card,AX Gaming,,,199.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AVXDS2210310KM0BC58.jpg,,,,,RX5700XT-8G
9SIBGVAJEA9033,GALAX New Graphics Card GeForce RTX 3060 Metal Master MAX OC FG GDDR6 8Pin 192 Bit RTX 3060 12G Gaming GPU Video Card,MSI,,,399.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGVAS2212080EY8MF1D.jpg,,,,,4895147150819
9SIBGW6JBS1352,AX New RTX 4080 X3W 16GB Graphics Card GDDR6X 256bit   NVIDIA GPU Video Cards,MSI,5,2,1499.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGW6S2211160NIG0V74.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.1,,835168002944
9SIARPHJRH3364,MSI Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card 3070 GAMING Z TRIO 8G LHR,AX Gaming,4.8,74,708.3,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-670-V05.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RTX
14-127-515,MSI GeForce 210 1GB DDR3 PCI Express 2.0 x16 Low Profile Ready Video Card N210-MD1G/D3,ASUS,4,88,44.56,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-127-515-02.jpg,2560 x 1600,,,,N210-MD1G/D3
9SIBGW6J9Y3807,AX New RTX 3060 X2W 12GB Graphics Card GDDR6 192bit 8Pin 8NM NVIDIA GPU Video Cards,Mannajue,5,1,359.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGW6S2210290MUBUWBA.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,835168002241
9SIASGMH4V7114,ASUS GeForce GT 730 2GB GDDR5 PCI Express 2.0 Low Profile Video Card for Silent HTPC Builds (with I/O Port Brackets) GT730-SL-2GD5-BRK,GIGABYTE,4.4,5,64.39,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-537-V01.jpg,3840 x 2160,,1 x HDMI 1.4,,GT730-SL-2GD5-BRK
9SIBGVAJEA8959,GALAX New GeForce RTX 3070 BOOMSTAR OC FG 8G GAMING NVIDIA GDDR6X PCI Express 4.0 Video Card RTX 3070 Graphics Card,MSI,,,607.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGVAS2212080EKRHLCC.jpg,,,,,4895147150581
9SIB601H8T4017,RX580 8G 256Bit GDDR5 Graphic Card Video Card GPU DirectX 12 PCI Express 3.0 16X DVI-D/DP/HDMI Gaming,EVGA,,,99.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B601S2208160SRX4366.jpg,,,,,6770
14-932-060,GIGABYTE GeForce GT 1030 Low Profile D4 2G DirectX 12 GV-N1030D4-2GL Video Card,ZOTAC,4.1,14,114.99,$8.29 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-060-V01.jpg,4096 x 2160,,1 x HDMI 2.0,,GV-N1030D4-2GL
14-137-666,MSI GeForce GT 730 4GB DDR3 PCI Express 2.0 x16 Video Card N730K-4GD3/OCV1,yeston,3.4,5,99.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-666-V01.jpg,,,,,N730K-4GD3/OCV1
14-487-448,"EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate",yeston,4.5,84,311.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-448-V01.jpg,7680 x 4320,1 x DisplayPort 1.4D,1 x HDMI 2.0,,06G-P4-1067-KR
9SIAKEYJAJ6837,"ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR6 128-bit Gaming Graphics Card, Super Compact, ZT-T16520F-10L",GIGABYTE,4.8,35,199.99,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-494-S01.jpg,,1 x DisplayPort 1.4D,1 x HDMI 2.0,,ZT-T16520F-10L
9SIAZUEHCM9085,Yeston Radeon RX 6500 XT 4GB D6 GDDR6 6nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 1*DP+1*HDMI-compatible  graphics card,GIGABYTE,5,1,229.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES2204138WsWv.jpg,,,,,RX6500XT-4G
9SIAZUEFE85514,Yeston RTX 3060 Ti 8GB GDDR6 LHR Graphics cards Nvidia pci express x16 4.0 video cards Desktop computer PC video gaming graphics card,SAPLOS,5,1,489.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES210728hVLAv.jpg,,,,,RTX3060Ti-8G
9SIAJHSJJU4462,GIGABYTE GeForce GT 1030 2GB GDDR5 PCI Express 3.0 x16 Video Card GV-N1030OC-2GI,MSI,4.3,92,92.33,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-004-Z01.jpg,4096 x 2160,,1 x HDMI 2.0,,GV-N1030OC-2GI
14-125-899,GIGABYTE GeForce GT 710 2GB DDR3 PCI Express 2.0 Low Profile Video Card GV-N710D3-2GL REV2.0,yeston,3.2,6,54.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-899-06.jpg,4096 x 2160,,,,GV-N710D3-2GL
9SIB9XKHB81555,SAPLOS NVIDIA GT 730 Graphics Cards 4GB DDR3 128 Bit VGA DVI HDMI Low Profile Video Card for PC Gaming GPU Desktop Computer Save Case Space Low Power PCI Express x16 2K Support,yeston,,,85.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B9XKS2203230E411G02.jpg,2048 x 1536,,,,GT
9SIA7ABFVB1923,MSI GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Card GTX 1050 Ti 4GT OC,MSI,4.5,153,239.0,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-055-08.jpg,7680 x 4320,1 x DisplayPort 1.4D,,,GTX
9SIAZUEEV65926,"Yeston Nvidia GeForce GTX 1050 Ti Graphics Card  4GB 128-Bit GDDR5 PCI Express 3.0 x16 video cards DVI-D/HDMI/DP Tri-Ports, G-Sync, GPU Boost, DirectX 12, Gaming GPU, Desktop Video Card",ASUS,4.7,3,169.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/ASJ7S2103052sKcy.jpg,,,,,gtx1050ti
9SIAZUEEV66160,"Yeston AMD Video Card Radeon RX550 4G D5 LP Gaming Graphics Card GPU, 4G/128bit/GDDR5 PCI-Express 3.0x8 DirectX 12,DVI+HDMI+VGA Desktop Graphics Card (HTPC ITX is compatible)",yeston,4,3,139.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/ATMXS210407YQ6pF.jpg,4096 x 2160,,,,YT-RX550
9SIBGDPJEB9297,MSI Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 2X 12G OC,EVGA,4.8,253,445.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-632-V05.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX3060Ventus2X12GOC
14-126-552,ASUS TUF Gaming Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 CrossFireX Support Video Card TUF-RX6500XT-O4G-GAMING,yeston,4.5,4,249.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-552-01.jpg,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.1,,TUF-RX6500XT-O4G-GAMING
9SIAZUEH2Z4063,Yeston Radeon RX 6500 XT 4GB D6 GDDR6 6nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 1*DP+1*HDMI-compatible  graphics card,ASUS,,,199.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES220303uIhIi.jpg,,,,,Yeston
9SIB1PGFBY4788,"EVGA GeForce GTX 1060 GAMING, ACX 2.0 (Single Fan), 06G-P4-6161-KR, 6GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",GIGABYTE,4.1,71,489.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-260-S99.jpg,7680 x 4320,3 x DisplayPort 1.4D,,,06G-P4-6161-KR
9SIAZUEGVJ4859,Yeston Radeon RX 6600 8GB D6 GDDR6 128bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 video cards 3*DP+1*HDMI-compatible  graphics card,GIGABYTE,5,2,279.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES220127BerEM.jpg,,,,,Yeston
14-126-451,ASUS Dual GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 Video Card DUAL-GTX1650-O4GD6-MINI,yeston,4.5,35,212.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-451-05.jpg,7680 x 4320,1 x DisplayPort 1.4D,,,DUAL-GTX1650-O4GD6-M
9SIARPHJJS3858,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Cards GV-N105TOC-4GD,,4.3,97,173.84,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-915-01.jpg,7680 x 4320,1 x DisplayPort 1.4D,,,GV-N105TOC-4GD
9SIAVH0J906970,"GIGABYTE AORUS Radeon RX 6800 XT MASTER 16G Graphics Card, MAX-COVERED Cooling, 16GB 256-bit GDDR6, GV-R68XTAORUS M-16GD Video Card",,4.8,6,1436.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-395-12.jpg,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-R68XTAORUS
9SIAZUEGTE6614,Yeston Radeon RX 550 4GB GDDR5 1183MHz 512processors PCIExpress 3.0 video cards DirectX12 Double slot 4*HDMI compatible Half height graphics card of Desktop,,5,1,155.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES220105aH8Pp.jpg,4096 x 2160,,,,Yeston
